iso3_econ,año,pct_desempleo,pbi_pc_ppa,inflacion,gini,hdi
FIN,1990,,18148.6227791552,6.1495653117985,,0.823
FIN,1995,17.005,19567.7826444216,0.791239406938498,23.5,0.856
FIN,2000,11.134,26782.8574259016,3.04210080667795,27.2,0.898
FIN,2005,9.602,32047.7069315564,0.623874450025191,27.6,0.914
FIN,2010,8.394,38946.228265358,1.18413523154646,27.7,0.92
FIN,2015,9.376,42257.8593791297,-0.207928839905268,27.1,0.938
FIN,2020,7.759,53296.5792798852,0.290554555653239,27.1,0.947
FIN,2024,8.4,65378.3841859721,1.56568906231616,,
FJI,1990,,3881.56481605171,8.19137132040972,,0.629
FJI,1995,4.651,4817.86433873296,2.16564721441535,,0.653
FJI,2000,4.697,5520.70756345658,1.09216459977386,,0.668
FJI,2005,3.886,6651.78559177015,2.36576453830435,,0.681
FJI,2010,4.345,7339.47685170287,3.68901229670758,,0.697
FJI,2015,4.288,11519.3012187324,1.37488542621446,,0.715
FJI,2020,5.054,10716.2914367663,-2.59524325887372,,0.718
FJI,2024,5.361,15450.2993265388,4.51138256524155,,
FLK,1990,,,,,
FLK,1995,,,,,
FLK,2000,,,,,
FLK,2005,,,,,
FLK,2010,,,,,
FLK,2015,,,,,
FLK,2020,,,,,
FLK,2024,,,,,
FRA,1990,,17474.7533591153,3.19428338029475,32.1,0.798
FRA,1995,11.834,20701.38123435,1.79648142095595,,0.837
FRA,2000,10.218,26007.4432303376,1.67595988720927,32.6,0.852
FRA,2005,8.882,30431.2367240202,1.74586936380482,29.8,0.877
FRA,2010,9.279,35907.5531031574,1.53112270420926,33.7,0.888
FRA,2015,10.354,40905.1767750994,0.0375143805125182,32.7,0.901
FRA,2020,8.009,49481.8044309655,0.476498852725066,30.7,0.909
FRA,2024,7.4,62556.91810454,1.99904942291463,,
FSM,1990,,1675.41465339438,,,
FSM,1995,,2226.06928989402,,,
FSM,2000,,2346.91905346727,2.15851810619419,,0.596
FSM,2005,,2728.61800192302,4.25769978210942,42.4,0.601
FSM,2010,,3063.03751923564,3.31370963136217,,0.603
FSM,2015,,3288.92160669275,-0.2981158373807,,0.604
FSM,2020,,3683.98981483674,0.554594630853174,,0.609
FSM,2024,,4346.84249671875,,,
GAB,1990,,11952.0243620827,7.72532188841208,,0.621
GAB,1995,17.388,13750.1072324947,9.64653104079616,,0.64
GAB,2000,17.848,13326.1169521318,0.504920025834859,,0.652
GAB,2005,16.91,14028.356207939,3.70833333333304,42.2,0.671
GAB,2010,20.39,14014.6905491122,1.46154402720469,,0.684
GAB,2015,19.943,14306.4340768252,-0.338795188753406,,0.72
GAB,2020,21.279,14477.1308291744,1.35276110675333,,0.732
GAB,2024,20.091,21510.1725307344,1.17311998381218,,
GBR,1990,,16505.4176376936,8.06346090938833,35.7,0.812
GBR,1995,8.694,20594.6104075749,2.69749518304432,35.5,0.835
GBR,2000,5.558,26535.5018554582,1.18295624210408,38.8,0.87
GBR,2005,4.884,32726.1331883772,2.0891364902507,35.5,0.903
GBR,2010,7.973,36483.5682802621,2.49265472467065,33.7,0.921
GBR,2015,5.552,42515.278865824,0.36804684232536,33.3,0.931
GBR,2020,4.472,48230.0477027461,0.989486703772491,32.6,0.93
GBR,2024,4.361,62009.4907765366,3.2715729463592,,
GEO,1990,,5835.58091333477,,,
GEO,1995,7.6,1918.76988598651,162.717152150377,,
GEO,2000,10.82,3161.19582490118,4.06396201382596,40.5,0.705
GEO,2005,13.81,5271.95095261655,8.24709043114158,37.4,0.744
GEO,2010,20.203,7711.80683889487,7.11017897486099,39.5,0.77
GEO,2015,16.506,12269.6528932768,4.00357820695097,36.5,0.807
GEO,2020,11.734,16791.2598654465,5.2024648897534,34.5,0.822
GEO,2024,11.557,28285.0732802982,1.10971758022096,33.9,
GHA,1990,,1580.65048833616,37.2590664855671,,0.432
GHA,1995,6.484,1946.82217283298,59.4615536991446,,0.459
GHA,2000,10.456,2315.17803047482,40.240933123914,,0.487
GHA,2005,5.816,2903.83429043881,15.4389920155908,42.8,0.515
GHA,2010,5.384,3855.46891716757,10.7333898354915,,0.558
GHA,2015,6.806,5191.37053389659,17.1499695007878,,0.588
GHA,2020,3.178,6047.30111673554,9.88728956269944,,0.614
GHA,2024,2.82,8019.99702389611,22.8483281157842,,
GIN,1990,,870.744222648833,,,0.282
GIN,1995,4.494,1013.63232372878,,,0.314
GIN,2000,4.586,1195.80611453345,,,0.359
GIN,2005,4.814,1422.35088198922,31.3733025877534,,0.401
GIN,2010,5.018,1621.69161141242,15.0502688559001,,0.43
GIN,2015,5.15,1929.68091332187,11.7800825029834,,0.465
GIN,2020,6.007,3331.85663003801,10.6016203387167,,0.488
GIN,2024,5.132,4565.3007888456,8.12313914948596,,
GMB,1990,,1409.3272189486,12.1677841130696,,0.331
GMB,1995,10.153,1472.19762507905,6.98097441830556,,0.37
GMB,2000,9.722,1731.3384764555,0.8449695667737,,0.403
GMB,2005,9.92,1938.02362742194,4.83862177543157,,0.436
GMB,2010,9.673,2266.82898238442,5.04968075857402,43.6,0.463
GMB,2015,7.226,1990.31625750973,6.8084549457961,35.9,0.482
GMB,2020,5.84,2530.80414937307,5.93127636562441,38.8,0.512
GMB,2024,6.48,3475.61245701341,11.5610532897511,,
GNB,1990,,824.102250619802,33.0019778318026,,
GNB,1995,3.126,945.246706228473,45.3653083621856,,
GNB,2000,3.358,1013.97349183331,8.63632094930278,,
GNB,2005,3.184,1186.62631354737,3.32919922802856,,0.412
GNB,2010,3.121,1369.68917066121,2.51785140171701,50.6,0.452
GNB,2015,3.168,1729.94260310123,1.47672048910485,,0.481
GNB,2020,2.887,2339.79326967821,1.14000939393222,,0.498
GNB,2024,2.647,3119.37157047437,3.76555825770114,,
GNQ,1990,,577.395478707944,0.857871551124735,,
GNQ,1995,7.16,1098.25498920183,19.8724349483472,,
GNQ,2000,7.444,7420.39310111594,4.80228886901398,,0.508
GNQ,2005,7.667,22137.0497795007,5.63163351357613,,0.566
GNQ,2010,7.847,26167.8268525276,7.78916547991184,,0.612
GNQ,2015,7.778,19478.7010123338,1.67663085315988,,0.656
GNQ,2020,8.625,13677.110587517,4.76669523944228,,0.668
GNQ,2024,8.293,17566.7600284073,2.92140227309103,,
GRC,1990,,13126.2744827516,20.433499109463,,0.77
GRC,1995,10.116,15217.8019629681,8.93451415961517,37.0,0.792
GRC,2000,11.345,18819.8544320117,3.1511816249383,34.4,0.828
GRC,2005,10.074,25003.8297466933,3.54507273335078,34.6,0.863
GRC,2010,12.719,27838.73639086,4.71298907760388,34.1,0.876
GRC,2015,24.981,26607.7256796976,-1.73588804765284,36.0,0.888
GRC,2020,15.899,29533.087740299,-1.24798355581405,33.6,0.896
GRC,2024,10.02,44327.2097808276,2.74149045788606,,
GRD,1990,,4552.95522181704,2.72423736530525,,
GRD,1995,,5062.0755370584,1.86882475298978,,
GRD,2000,,7305.72456197879,2.18181818181821,,
GRD,2005,,10016.3479735194,3.475806937554,,0.764
GRD,2010,,10344.3839189192,3.43650905943351,,0.771
GRD,2015,,13214.4096644941,-0.515448031435329,,0.782
GRD,2020,,14361.1267154452,-0.740732597045498,,0.782
GRD,2024,,20177.8094927386,1.08615365134737,,
GTM,1990,,3329.59677072946,41.2218671380973,,0.499
GTM,1995,2.117,4055.4386529756,8.41141312270566,,0.522
GTM,2000,2.143,4714.96666200848,5.97757734737136,54.2,0.563
GTM,2005,3.059,5486.27776986281,9.1086498571922,,0.583
GTM,2010,3.497,6510.09980949963,3.8595090983316,,0.623
GTM,2015,2.506,8934.00261178396,2.3887203283955,,0.638
GTM,2020,2.965,10947.3711292197,3.21444062197345,,0.645
GTM,2024,2.613,14368.6605681815,2.86992752918294,,
GUF,1990,,,,,
GUF,1995,,,,,
GUF,2000,,,,,
GUF,2005,,,,,
GUF,2010,,,,,
GUF,2015,,,,,
GUF,2020,,,,,
GUF,2024,,,,,
GUY,1990,,3021.60951472208,,,0.494
GUY,1995,11.566,4752.65240551821,12.2105263157895,,0.536
GUY,2000,11.917,5859.91791902933,6.14854333024871,,0.567
GUY,2005,11.085,6761.1179841322,6.92554303890157,,0.61
GUY,2010,11.632,9336.59830212594,3.73337757704246,,0.647
GUY,2015,13.009,11408.473901349,-1.00173432776374,,0.683
GUY,2020,15.308,16819.4228714695,0.99333702283873,,0.722
GUY,2024,11.874,80155.03939277,2.90395226446373,,
HKG,1990,,18251.7185788383,10.4265402843602,,0.755
HKG,1995,3.22,24713.1954269103,9.07738095238091,,0.8
HKG,2000,4.92,28224.5090219727,-3.68550368550369,,0.839
HKG,2005,5.58,38079.5726781956,0.826446280991827,,0.872
HKG,2010,4.329,49197.6469338098,2.29289088604673,,0.912
HKG,2015,3.314,56043.042695697,2.99084819322581,,0.937
HKG,2020,5.808,58187.4764072535,0.2509620210808,,0.95
HKG,2024,2.988,75195.9865970615,1.72972119105914,,
HND,1990,,540.018768788537,23.3225664366467,55.9,0.516
HND,1995,3.24,1328.73446363105,29.4645292281585,55.5,0.537
HND,2000,3.883,2587.42253930427,11.0480349344976,,0.558
HND,2005,4.909,3203.95918990724,8.80906074819819,59.5,0.578
HND,2010,4.119,3757.5464206245,4.69889064976226,53.1,0.596
HND,2015,6.147,4845.59566521125,3.15783117980923,49.2,0.61
HND,2020,10.982,5384.69831983038,3.46841177951184,,0.625
HND,2024,4.91,7486.01869616445,4.60621098127107,45.7,
HRV,1990,,9525.98514257985,500.000000000001,,
HRV,1995,10.007,8051.7884214595,3.95010395010402,,0.713
HRV,2000,16.064,10674.5257032509,4.61131554737801,31.3,0.769
HRV,2005,12.598,15450.8118988907,3.31717824448045,,0.814
HRV,2010,11.62,20139.2955371548,1.03055505333574,32.4,0.831
HRV,2015,16.15,23749.636747943,-0.464499004644911,31.1,0.852
HRV,2020,7.389,31594.0111922141,0.154811374562106,29.5,0.867
HRV,2024,5.0,49550.7921506017,2.97200477643618,,
HTI,1990,,2202.2277471919,21.2760320067832,,0.461
HTI,1995,7.51,1989.01647380882,27.6081851727601,,0.473
HTI,2000,8.443,2228.50133637731,9.33322197565603,,0.497
HTI,2005,14.559,2427.44808551393,13.973008326384,,0.516
HTI,2010,15.244,2694.91104137315,4.82734190074673,,0.452
HTI,2015,13.785,3025.83461728258,6.73184069658997,,0.552
HTI,2020,15.573,3103.18066312462,22.7963113642528,,0.555
HTI,2024,14.609,3193.67136419915,26.9490564091987,,
HUN,1990,,9169.12684065445,28.3695996532777,,0.73
HUN,1995,10.168,9222.18538242597,28.3054683706654,,0.744
HUN,2000,6.563,11871.6712053699,9.80361016908125,27.2,0.781
HUN,2005,7.189,17091.2761318193,3.56151711378352,34.7,0.816
HUN,2010,11.172,21690.9866477738,4.85555795691956,29.4,0.838
HUN,2015,6.813,26937.7320818864,-0.0616446800641672,30.4,0.847
HUN,2020,4.248,35583.5855675637,3.32674385766738,,0.857
HUN,2024,4.5,48552.4708092529,3.70370370370369,,
IDN,1990,,3043.94197509412,7.81919756505635,31.1,0.531
IDN,1995,4.611,4451.00021287614,9.42030300572996,,0.575
IDN,2000,6.077,4639.03942639464,3.68862037056682,30.3,0.6
IDN,2005,7.945,6134.1667301082,10.4532001873347,29.9,0.638
IDN,2010,5.614,8353.45684733249,5.13420639015885,34.6,0.67
IDN,2015,4.514,10027.5372996025,6.36312061196646,38.2,0.701
IDN,2020,4.255,11729.3674458448,1.91983527270793,35.3,0.71
IDN,2024,3.301,16448.2755179559,2.18151273615189,34.9,
IND,1990,,1211.98252596236,8.9712325027325,,0.446
IND,1995,7.57,1578.67124418308,10.2248861637544,,0.469
IND,2000,7.589,2090.85806894486,4.0094359104519,,0.501
IND,2005,7.551,2936.80322011933,4.24634362031922,,0.547
IND,2010,7.631,4206.45986002117,11.9893899204244,,0.59
IND,2015,7.629,5425.03599091046,4.90697344127256,,0.633
IND,2020,7.859,6966.27542785911,6.62343677628535,,0.652
IND,2024,4.173,11159.9856476091,4.95303550973656,,
IRL,1990,,13742.8758185709,3.31732886680118,,0.776
IRL,1995,11.97,18944.0443391881,2.52486446780802,37.0,0.809
IRL,2000,4.318,30215.9324896691,5.57763269940387,33.0,0.869
IRL,2005,4.237,40466.2343515711,2.45654692931639,33.8,0.905
IRL,2010,14.534,43212.2040003212,-0.918388645376774,32.3,0.915
IRL,2015,9.908,71588.2656638378,-0.330959783371788,31.8,0.931
IRL,2020,5.623,97799.9225748607,-0.326183651280033,29.2,0.948
IRL,2024,4.3,133437.470117019,2.11344999577317,,
IRN,1990,,7565.85440732493,7.62767493763934,43.6,0.626
IRN,1995,9.904,9255.33507082465,49.6559858462746,,0.672
IRN,2000,11.698,11186.8999218792,14.4767513188567,,0.71
IRN,2005,11.813,15016.2676076876,13.433118008508,43.6,0.746
IRN,2010,13.679,18627.815202271,10.0893629287979,,0.778
IRN,2015,11.166,14273.5499061586,12.4846815611533,35.3,0.788
IRN,2020,9.687,15119.3058859964,30.5941390387295,35.8,0.775
IRN,2024,8.146,19873.8860853805,32.455871402917,,
IRQ,1990,,,,,0.531
IRQ,1995,8.431,4597.62130801613,387.310847766638,,0.538
IRQ,2000,8.038,10627.9400727491,4.97896213183735,,0.592
IRQ,2005,8.57,9457.04454256902,36.9594809201871,,0.609
IRQ,2010,8.267,12186.1929623841,2.8777472527476,,0.65
IRQ,2015,10.865,9334.46604866315,1.39333028780309,,0.675
IRQ,2020,15.766,10573.9304750715,0.574162679425795,,0.68
IRQ,2024,15.293,14464.3186928173,-12.2969837587007,,
ISL,1990,,21985.0469603036,15.510721994253,,0.841
ISL,1995,5.196,23954.2791966976,1.65123150116658,,0.863
ISL,2000,1.936,29789.2463608304,5.13647123245151,,0.902
ISL,2005,2.547,37322.7399272793,3.98704782806593,29.0,0.935
ISL,2010,7.564,39763.988895791,5.39673113167477,26.2,0.935
ISL,2015,3.979,49201.0640964553,1.63305558181326,26.8,0.956
ISL,2020,5.478,55796.7454667632,2.84792401518665,,0.965
ISL,2024,3.6,84256.8454573112,5.85683849970066,,
ISR,1990,,15721.3264818613,17.2553348050036,,0.787
ISR,1995,8.782,20641.771699307,9.93389990557126,,0.81
ISR,2000,11.102,25766.1567835118,1.03263640999489,,0.839
ISR,2005,11.342,25700.9862605809,1.34070328119492,42.3,0.858
ISR,2010,8.48,29455.9546732511,2.70270270270273,42.6,0.889
ISR,2015,5.176,35870.7927156301,-0.617342577642765,39.7,0.902
ISR,2020,4.169,40955.2856179152,-0.575254620897756,37.8,0.912
ISR,2024,3.595,57235.7763244136,3.07480889805025,,
ITA,1990,,18680.297476875,6.456609061464,,0.787
ITA,1995,11.661,22446.0455046057,5.23542258044301,35.2,0.823
ITA,2000,10.834,27152.1544907116,2.53768532095002,35.2,0.849
ITA,2005,7.73,30137.8180374437,1.9852929852798,33.8,0.876
ITA,2010,8.363,34974.1045135807,1.52551602118248,34.7,0.887
ITA,2015,11.896,37384.3796455406,0.0387903996579733,35.4,0.889
ITA,2020,9.192,44435.6434393527,-0.13770757391651,35.2,0.899
ITA,2024,6.5,62014.2675153689,0.982373023061417,,
JAM,1990,,5105.50625987547,21.9601751165083,41.1,0.662
JAM,1995,6.325,6657.15227020372,19.9087488364168,,0.665
JAM,2000,6.752,6816.410294822,8.17108356120225,,0.659
JAM,2005,6.577,8127.37945036695,15.0528658875905,,0.687
JAM,2010,7.63,8521.28876417328,12.6105519975603,,0.708
JAM,2015,8.825,9476.14929465037,3.69154228855725,,0.713
JAM,2020,6.501,9764.3525879784,5.2267777929352,,0.711
JAM,2024,3.151,12890.2660051472,5.41194447981659,,
JOR,1990,,4317.16151245544,16.1921375615233,,0.619
JOR,1995,14.6,5026.53580162916,2.35312451301273,,0.653
JOR,2000,13.7,5640.65728199166,0.66688092559796,,0.672
JOR,2005,14.8,7696.9450167189,3.49368534619531,,0.713
JOR,2010,12.5,9416.64386806071,4.84551875852116,33.7,0.732
JOR,2015,13.075,8967.07995837808,-0.876851359704049,,0.743
JOR,2020,19.213,9579.20081317696,0.333294350628378,,0.743
JOR,2024,16.693,10821.4909765317,1.55659611283953,,
JPN,1990,,19911.8140092776,3.0785162869516,,0.853
JPN,1995,3.15,23858.1167422807,-0.127899045020446,,0.874
JPN,2000,4.748,27287.9793301608,-0.676578683595175,,0.889
JPN,2005,4.446,32169.867493646,-0.282946068764391,,0.9
JPN,2010,5.102,35336.0080490032,-0.728243207517779,31.5,0.907
JPN,2015,3.385,40898.80697396,0.795279630579839,30.7,0.917
JPN,2020,2.809,42425.6946789651,-0.024995834027731,32.3,0.922
JPN,2024,2.5,52039.1716551611,2.73853681635241,,
KAZ,1990,,7874.18736356954,,,0.689
KAZ,1995,10.98,5595.43398949421,176.15529894237,,0.665
KAZ,2000,12.75,7418.19612076858,13.1808905865731,,0.692
KAZ,2005,8.13,13226.1466963892,7.57999929125767,39.8,0.754
KAZ,2010,5.77,18641.8061477073,7.40046356341397,28.0,0.781
KAZ,2015,4.93,22484.3651382607,6.67828585615244,26.8,0.819
KAZ,2020,4.89,29039.8229624509,6.71815454861464,28.7,0.826
KAZ,2024,4.833,40890.9317694408,8.83943897452672,,
KEN,1990,,1729.27344602951,17.78181442992,,0.485
KEN,1995,2.848,1817.60888095695,1.55432816055009,,0.488
KEN,2000,2.884,1906.89794095999,9.98002515350979,,0.5
KEN,2005,2.739,2188.6956101775,10.3127783574683,46.4,0.532
KEN,2010,2.793,2634.89271323826,3.96138889115385,,0.552
KEN,2015,2.762,3678.32614146019,6.58215429284779,40.8,0.583
KEN,2020,5.613,4792.57315847182,5.40516207933392,36.2,0.6
KEN,2024,5.487,6644.13093243895,4.48978854243448,,
KGZ,1990,,2543.74131037288,,,0.649
KGZ,1995,1.539,1401.15681749774,,,0.59
KGZ,2000,2.143,1861.86559711699,18.7007342838023,31.0,0.627
KGZ,2005,2.816,2385.59446517801,4.3386739184431,32.6,0.648
KGZ,2010,3.503,3075.61554332455,7.96772225579684,30.1,0.668
KGZ,2015,4.138,4153.3766990372,6.50331838993384,29.0,0.695
KGZ,2020,5.945,5178.5619670404,6.32542296338078,29.0,0.7
KGZ,2024,3.491,8012.45464442194,,,
KHM,1990,,1409.71391688348,,,0.387
KHM,1995,0.973,1005.8760954135,-0.798944337811878,,0.404
KHM,2000,0.745,1255.64037842372,-0.791992529473567,,0.438
KHM,2005,1.061,2038.1459862512,6.61525912001587,,0.514
KHM,2010,0.771,2988.50401439457,3.99639528107218,,0.543
KHM,2015,0.393,4433.64393500572,1.22393195511119,,0.562
KHM,2020,0.172,5942.45380373929,2.9402951426397,,0.595
KHM,2024,0.254,7966.87352428705,0.808042016536654,,
KIR,1990,,1191.53077017839,,,
KIR,1995,,1518.23275023088,,,
KIR,2000,,1637.93601427336,,,
KIR,2005,,1616.57992111619,,,0.588
KIR,2010,,1724.46710150819,-3.89955040651649,,0.6
KIR,2015,,2310.60312873612,0.572015743634256,,0.623
KIR,2020,,2710.90622817554,2.5532455441463,,0.632
KIR,2024,,3702.32594703115,2.45545072159028,,
KNA,1990,,8983.49069432821,4.01098407755617,,
KNA,1995,,11746.8243229748,2.9568002509262,,
KNA,2000,,15256.4305904132,2.14885532743696,,
KNA,2005,,19500.3236562848,3.37781903988238,,0.758
KNA,2010,,23691.4477936151,0.850878649795844,,0.791
KNA,2015,,26877.4665031101,-2.30187563045616,,0.83
KNA,2020,,27326.036057423,-1.16724501769353,,0.828
KNA,2024,,34846.6035342828,,,
KOR,1990,,8567.46338825817,8.57327225728677,,0.738
KOR,1995,2.063,13921.1359823272,4.48074108557248,,0.789
KOR,2000,4.063,19236.9088359303,2.25916580080157,,0.83
KOR,2005,3.482,26179.3421262581,2.75379162735039,,0.866
KOR,2010,3.324,33120.351934563,2.93928652655686,32.0,0.894
KOR,2015,3.546,39794.1961180043,0.70633177245575,,0.914
KOR,2020,3.931,47881.4921344193,0.537288023411737,32.7,0.928
KOR,2024,2.784,61051.3492502498,2.32174328643542,,
KWT,1990,,30763.066931326,9.83363531543402,,0.698
KWT,1995,0.694,57163.349156996,2.68672756582484,,0.763
KWT,2000,0.8,58702.8672675608,1.81294613887089,,0.778
KWT,2005,1.455,84968.0197570073,4.14297583631023,,0.798
KWT,2010,1.82,75184.0865924781,4.49640287769787,,0.812
KWT,2015,2.2,45267.3085347452,3.27170166092133,,0.832
KWT,2020,3.489,41461.7235642777,2.101729548274,,0.837
KWT,2024,2.151,52443.5969223626,2.89855072463762,,
LAO,1990,,1012.01459420163,35.642982971227,,0.409
LAO,1995,2.6,1348.79798272061,19.5939189878584,,0.436
LAO,2000,2.045,1793.88582607334,25.0846414281315,,0.473
LAO,2005,1.35,2519.46135100017,7.16541759946639,,0.514
LAO,2010,0.708,3772.26605172404,5.98254521550082,,0.556
LAO,2015,2.006,6086.0673044622,1.27735427102992,,0.604
LAO,2020,2.349,7913.38660650276,5.10407262959919,,0.616
LAO,2024,1.174,9775.82817381023,23.1305695942588,,
LBN,1990,,2990.33608512844,,,
LBN,1995,8.421,6795.67660105356,,,
LBN,2000,8.641,7937.95653006732,,,
LBN,2005,8.249,10019.9941540441,,,0.71
LBN,2010,6.768,14703.6153215084,3.98347941855833,,0.75
LBN,2015,9.312,17045.898285301,-3.74914524799629,,0.763
LBN,2020,13.252,16259.7051312281,84.8643330472041,,0.75
LBN,2024,,,45.2430422716718,,
LBR,1990,,786.525809458321,,,
LBR,1995,2.588,254.388474581395,,,
LBR,2000,2.018,965.395523330548,,,0.443
LBR,2005,2.413,774.032567790285,10.8343588481414,,0.446
LBR,2010,2.266,980.1181397741,7.28992796890218,,0.467
LBR,2015,2.557,1340.43279741197,7.74869687621322,,0.48
LBR,2020,4.102,1659.52109145991,16.9557241496255,,0.498
LBR,2024,2.914,1871.04406164262,8.21497439118964,,
LBY,1990,,17172.6033096082,8.45146240803882,,0.69
LBY,1995,19.331,18952.000871347,7.23798494499129,,0.712
LBY,2000,19.275,20616.9848683599,-2.90000000000024,,0.727
LBY,2005,18.66,26902.8985878895,2.65020576131657,,0.747
LBY,2010,19.321,30234.0918728805,2.79989500109268,,0.755
LBY,2015,19.69,17903.2565395803,10.4022933588151,,0.728
LBY,2020,19.651,10954.799045265,1.44703656998741,,0.688
LBY,2024,19.085,14303.8087736988,2.12615766885025,,
LCA,1990,,6950.84435927785,4.26755662855972,,0.683
LCA,1995,15.83,8222.22323122578,5.62965921512378,42.6,0.698
LCA,2000,16.49,9313.73279695482,3.7107860871361,,0.71
LCA,2005,18.7,10818.3104254683,3.89827370759476,,0.73
LCA,2010,17.118,12717.7865966902,3.25034409180129,,0.749
LCA,2015,20.84,14353.2224845845,-0.983600952696996,43.7,0.757
LCA,2020,25.224,14912.159584235,-1.75580833517594,,0.734
LCA,2024,10.199,27567.3280779839,-0.110283575834694,,
LIE,1990,,,,,
LIE,1995,,,,,
LIE,2000,,,,,0.882
LIE,2005,,,,,0.903
LIE,2010,,,,,0.914
LIE,2015,,,,,0.925
LIE,2020,,,,,0.929
LIE,2024,,,,,
LKA,1990,,2527.442952533,21.495252052759,32.4,0.638
LKA,1995,12.27,3454.27501157563,7.67484873449805,35.4,0.667
LKA,2000,7.74,4367.80358983464,6.17627591012045,,0.702
LKA,2005,7.67,5678.74647778512,11.6396860971118,,0.721
LKA,2010,4.784,8233.62663813947,6.2176488930462,,0.748
LKA,2015,4.519,12227.1714849513,3.76836783062096,,0.769
LKA,2020,5.364,12940.9043295749,6.15394508391738,,0.78
LKA,2024,4.239,15632.5924849848,-0.42936004906973,,
LSO,1990,,764.057315373577,11.6347569955818,,0.483
LSO,1995,15.797,1036.78808522046,9.27083333333323,,0.476
LSO,2000,16.169,1272.924433991,6.13197538722696,,0.462
LSO,2005,16.031,1680.87364079911,3.43788423057443,,0.454
LSO,2010,16.068,2152.91528289768,-2.40524254598706,,0.478
LSO,2015,16.223,3034.64692924848,3.21844513655931,,0.517
LSO,2020,18.385,2559.09776077846,4.97809676252309,,0.537
LSO,2024,16.34,3001.16311951334,6.10544624245032,,
LTU,1990,,9029.81585997399,,,0.745
LTU,1995,17.54,6022.50226031185,39.6476290328289,,0.706
LTU,2000,15.931,8474.59300330083,0.981615478857598,31.7,0.778
LTU,2005,8.325,13951.3261880977,2.65848484065262,35.3,0.828
LTU,2010,17.814,18718.9043711358,1.31921362055463,33.6,0.854
LTU,2015,9.12,26948.5919371645,-0.884097405500596,37.4,0.869
LTU,2020,8.487,41262.7276941725,1.19989444983569,36.0,0.888
LTU,2024,6.851,55285.8991934304,0.715735835228723,,
LUX,1990,,29948.9365501492,3.25376659083639,27.7,0.787
LUX,1995,2.918,38345.0967648472,1.86769424969105,28.3,0.824
LUX,2000,2.345,55136.0609983789,3.15076707022592,30.1,0.861
LUX,2005,4.488,68787.8547494266,2.48769665164088,30.8,0.879
LUX,2010,4.423,90336.0184704033,2.2736791162154,30.5,0.909
LUX,2015,6.796,107859.685999308,0.474743161437779,32.9,0.913
LUX,2020,6.766,122066.739147202,0.819957302127036,33.4,0.916
LUX,2024,6.4,155941.288210791,2.05113269954859,,
LVA,1990,,7447.94852886705,,,0.736
LVA,1995,19.0,5391.04513303111,24.9759355316751,31.0,0.695
LVA,2000,14.211,7848.90854892793,2.65425477796048,,0.764
LVA,2005,10.033,12825.873779559,6.74845027893112,39.0,0.818
LVA,2010,19.482,16373.4037320495,-1.08463595015162,35.0,0.833
LVA,2015,9.873,22543.9183164105,0.174242243625186,34.2,0.859
LVA,2020,8.098,32741.4207691987,0.219064904842156,35.7,0.879
LVA,2024,6.9,43394.2732822314,1.26579885828729,,
MAC,1990,,27936.3742290616,7.96969384363224,,
MAC,1995,3.581,34329.5335162915,8.55866604308446,,
MAC,2000,6.874,34686.9487205344,-1.60971883961895,,
MAC,2005,4.158,60569.4566444726,4.39589284335676,,
MAC,2010,2.84,99835.0846406553,2.80947242060845,,
MAC,2015,1.81,108656.763904919,4.56056338028164,,
MAC,2020,2.542,57077.5325705099,0.811410511491651,,
MAC,2024,2.262,126959.917138906,,,
MAR,1990,,2776.82250976563,6.78259401511006,39.2,0.451
MAR,1995,14.054,3152.42724609375,6.12358164775523,,0.484
MAR,2000,13.58,3930.22314453125,1.89463456763464,40.6,0.528
MAR,2005,11.01,5274.74169921875,0.982641660015951,,0.573
MAR,2010,9.09,6848.66748046875,0.993557401226392,,0.607
MAR,2015,9.46,7799.09228515625,1.5579071134626,,0.659
MAR,2020,11.189,7704.84912109375,0.705968661338261,,0.683
MAR,2024,9.103,10415.1240234375,0.985256592004507,,
MCO,1990,,,,,
MCO,1995,,,,,
MCO,2000,,,,,
MCO,2005,,,,,
MCO,2010,,,,,
MCO,2015,,,,,
MCO,2020,,,,,
MCO,2024,,,,,
MDA,1990,,6894.51372339552,,,
MDA,1995,5.3,3145.94580519356,29.8656104095719,,
MDA,2000,8.539,3044.67050577354,31.2993015817784,36.4,
MDA,2005,5.633,4865.93456430334,11.9591837222126,36.3,0.702
MDA,2010,2.972,6323.06287905206,7.48385086350851,32.1,0.739
MDA,2015,1.781,9197.61838204272,9.67624033101867,27.0,0.759
MDA,2020,1.206,13527.4413130967,3.76597122245351,25.0,0.77
MDA,2024,1.427,18614.9880691203,4.67773516007052,,
MDG,1990,,1165.82092420717,11.7844838321357,,
MDG,1995,6.092,1110.65249225111,49.0802100590784,,
MDG,2000,5.8,1235.78733941908,11.859684500028,,0.443
MDG,2005,2.62,1342.51929937145,18.3638246468932,39.9,0.47
MDG,2010,4.28,1463.87646786391,9.24732173644116,42.4,0.493
MDG,2015,1.785,1496.61172412841,7.40419174202129,,0.501
MDG,2020,3.292,1490.32312837866,4.20179312190557,,0.483
MDG,2024,3.051,1883.5374311384,,,
MDV,1990,,4527.59399067184,3.64991197717477,,
MDV,1995,0.79,6223.48278539183,5.48886133171504,,
MDV,2000,1.97,8526.28986369241,-1.17475681175946,,0.639
