,año,semilla,resolucion,modularidad,num_comunidades
308,1995,7,2.3,0.4814556070666473,19
309,1995,7,2.5,0.46411262285926635,21
310,1995,7,2.7,0.4473857572705685,22
311,1995,7,3.0,0.42916901294413917,24
312,1995,11,0.2,0.8506457873116721,7
313,1995,11,0.3,0.8040029436565342,10
314,1995,11,0.5,0.7292126085091076,11
315,1995,11,0.7,0.6693496466572223,13
316,1995,11,1.0,0.6126307754111884,14
317,1995,11,1.3,0.5707024351449006,17
318,1995,11,1.5,0.5495496048203903,18
319,1995,11,1.7,0.5311082717452529,18
320,1995,11,2.0,0.5052251544278133,18
321,1995,11,2.3,0.48135368351199265,19
322,1995,11,2.5,0.46586507942398775,21
323,1995,11,2.7,0.45199650876119546,21
324,1995,11,3.0,0.43086519044248195,25
325,1995,13,0.2,0.8508088954656291,7
326,1995,13,0.3,0.8039075640342827,10
327,1995,13,0.5,0.7272514945836824,12
328,1995,13,0.7,0.670333603393223,12
329,1995,13,1.0,0.6077977049939683,14
330,1995,13,1.3,0.571857220176355,16
331,1995,13,1.5,0.5490211949996844,17
332,1995,13,1.7,0.5323055867453766,18
333,1995,13,2.0,0.5062278366103818,20
334,1995,13,2.3,0.4813536835119926,19
335,1995,13,2.5,0.4671192792502317,20
336,1995,13,2.7,0.45165499677866505,21
337,1995,13,3.0,0.4213194728856502,24
338,1995,17,0.2,0.8520491048423443,5
339,1995,17,0.3,0.8061223027095196,10
340,1995,17,0.5,0.7289967007888775,11
341,1995,17,0.7,0.6697139137062039,13
342,1995,17,1.0,0.6073398610738466,14
343,1995,17,1.3,0.5706616525827738,16
344,1995,17,1.5,0.5484656370246037,17
345,1995,17,1.7,0.5307532522152187,18
346,1995,17,2.0,0.4989521513249397,19
347,1995,17,2.3,0.48128303930273386,19
348,1995,17,2.5,0.46513178688613105,20
349,1995,17,2.7,0.4484656821938049,20
350,1995,17,3.0,0.42973602016958123,25
351,1995,19,0.2,0.8506457873116718,7
352,1995,19,0.3,0.8040329141836084,10
353,1995,19,0.5,0.7254111967430846,11
354,1995,19,0.7,0.6672200352218642,13
355,1995,19,1.0,0.6057556636940544,14
356,1995,19,1.3,0.5713916482622258,16
357,1995,19,1.5,0.5504624978501585,17
358,1995,19,1.7,0.531102570186592,18
359,1995,19,2.0,0.5029157315538221,19
360,1995,19,2.3,0.47598380128566825,20
361,1995,19,2.5,0.4658650794239878,21
362,1995,19,2.7,0.4502748276861456,22
363,1995,19,3.0,0.4300250008936816,24
364,1995,23,0.2,0.8497944790479975,5
365,1995,23,0.3,0.8053343677763356,9
366,1995,23,0.5,0.7280272864721191,11
367,1995,23,0.7,0.6654123198056034,12
368,1995,23,1.0,0.6100797187976442,14
369,1995,23,1.3,0.5735519061981552,17
370,1995,23,1.5,0.5472066918069423,18
371,1995,23,1.7,0.5323055867453768,18
372,1995,23,2.0,0.5062278366103817,20
373,1995,23,2.3,0.4827627021942918,20
374,1995,23,2.5,0.4654949601220168,20
375,1995,23,2.7,0.45007827663379907,21
376,1995,23,3.0,0.4264219760593396,24
377,1995,29,0.2,0.8514822543485815,5
378,1995,29,0.3,0.8018330808806068,8
379,1995,29,0.5,0.7251941192731706,11
380,1995,29,0.7,0.6679881551328216,13
381,1995,29,1.0,0.6082874493735863,14
382,1995,29,1.3,0.5713916482622257,16
383,1995,29,1.5,0.5519686246648133,18
384,1995,29,1.7,0.5316137852674271,18
385,1995,29,2.0,0.5062278366103816,20
386,1995,29,2.3,0.48276270219429174,20
387,1995,29,2.5,0.4671192792502317,20
388,1995,29,2.7,0.4500782766337989,21
389,1995,29,3.0,0.4293301047674935,23
390,1995,31,0.2,0.8499154005606177,6
391,1995,31,0.3,0.8040061346900327,10
392,1995,31,0.5,0.7254111967430846,11
393,1995,31,0.7,0.6694198140293243,13
394,1995,31,1.0,0.607383289516573,14
395,1995,31,1.3,0.5728870396124558,17
396,1995,31,1.5,0.5516528691268803,18
397,1995,31,1.7,0.5323055867453765,18
398,1995,31,2.0,0.5057578653005137,19
399,1995,31,2.3,0.48189382481347276,19
400,1995,31,2.5,0.4671192792502318,20
401,1995,31,2.7,0.45112168488778415,21
402,1995,31,3.0,0.4302615336942586,25
403,1995,37,0.2,0.8506457873116718,7
404,1995,37,0.3,0.8029657404865623,9
405,1995,37,0.5,0.7263519794002495,11
406,1995,37,0.7,0.6661815147477954,13
407,1995,37,1.0,0.6118365160604603,14
408,1995,37,1.3,0.575961122977764,16
409,1995,37,1.5,0.5519686246648133,18
410,1995,37,1.7,0.5330457523779086,18
411,1995,37,2.0,0.5055033993044177,18
412,1995,37,2.3,0.48135368351199254,19
413,1995,37,2.5,0.46711927925023167,20
414,1995,37,2.7,0.4501629898814927,22
415,1995,37,3.0,0.429973179680203,23
416,1995,41,0.2,0.850524865799052,6
417,1995,41,0.3,0.8040029436565344,10
418,1995,41,0.5,0.7282373361966421,11
419,1995,41,0.7,0.669028764018703,12
420,1995,41,1.0,0.6084960895695681,13
421,1995,41,1.3,0.5688082386788733,16
422,1995,41,1.5,0.552183815090987,18
423,1995,41,1.7,0.5277152299324949,17
424,1995,41,2.0,0.5031446449146229,18
425,1995,41,2.3,0.4769068788511451,18
426,1995,41,2.5,0.46069591128396753,21
427,1995,41,2.7,0.4461812814995743,24
428,1995,41,3.0,0.4255426428883564,25
429,1995,43,0.2,0.8506457873116721,7
430,1995,43,0.3,0.8040061346900329,10
431,1995,43,0.5,0.7250098562757049,11
432,1995,43,0.7,0.6661815147477953,13
433,1995,43,1.0,0.6126106447187698,14
434,1995,43,1.3,0.5722448190889615,16
435,1995,43,1.5,0.5469006930089416,16
436,1995,43,1.7,0.5313737435514514,17
437,1995,43,2.0,0.49712056742903604,20
438,1995,43,2.3,0.48234038161447074,19
439,1995,43,2.5,0.4628601462829237,21
440,1995,43,2.7,0.44806248109535135,21
441,1995,43,3.0,0.42687499178259936,23
442,1995,47,0.2,0.850524865799052,6
443,1995,47,0.3,0.8029657404865623,9
444,1995,47,0.5,0.7289967007888775,11
445,1995,47,0.7,0.6587232370468504,13
446,1995,47,1.0,0.6108715084300382,13
447,1995,47,1.3,0.5662687248688558,16
448,1995,47,1.5,0.546809478778086,18
449,1995,47,1.7,0.526649463351897,18
450,1995,47,2.0,0.499126276493194,19
451,1995,47,2.3,0.48111055249481255,19
452,1995,47,2.5,0.4649292186129536,20
453,1995,47,2.7,0.44995703419538163,23
454,1995,47,3.0,0.42901451920813916,24
455,1995,53,0.2,0.8527160879133399,6
456,1995,53,0.3,0.8047694543706977,8
457,1995,53,0.5,0.7274702218503297,11
458,1995,53,0.7,0.6680299458421268,13
459,1995,53,1.0,0.6121943999026898,14
460,1995,53,1.3,0.5708983121218287,16
461,1995,53,1.5,0.5495107099980027,17
462,1995,53,1.7,0.5329739448598281,18
463,1995,53,2.0,0.5052251544278132,18
464,1995,53,2.3,0.4810086289401578,19
465,1995,53,2.5,0.46668167517767517,20
466,1995,53,2.7,0.4499704993403293,20
467,1995,53,3.0,0.4296184587815491,25
468,1995,59,0.2,0.8509298169782491,8
469,1995,59,0.3,0.8018657121067053,7
470,1995,59,0.5,0.7270414448591594,12
471,1995,59,0.7,0.664885230732375,13
472,1995,59,1.0,0.6094137463696858,14
473,1995,59,1.3,0.5702045993080456,16
474,1995,59,1.5,0.552183815090987,18
475,1995,59,1.7,0.5330457523779089,18
476,1995,59,2.0,0.5062278366103817,20
477,1995,59,2.3,0.4797821622269111,20
478,1995,59,2.5,0.463795304983199,20
479,1995,59,2.7,0.44780226118714467,22
480,1995,59,3.0,0.4253376388527574,24
481,1995,61,0.2,0.850524865799052,6
482,1995,61,0.3,0.8040061346900327,10
483,1995,61,0.5,0.7263519794002495,11
484,1995,61,0.7,0.6691118101701252,13
485,1995,61,1.0,0.6123498804700481,14
486,1995,61,1.3,0.5716658744776609,17
487,1995,61,1.5,0.5492198405176213,17
488,1995,61,1.7,0.5310657388559092,18
489,1995,61,2.0,0.5024598753195468,20
490,1995,61,2.3,0.48135368351199265,19
491,1995,61,2.5,0.4671192792502317,20
492,1995,61,2.7,0.44862177114199453,20
493,1995,61,3.0,0.43024642476870933,25
494,1995,67,0.2,0.8506457873116721,7
495,1995,67,0.3,0.8029657404865622,9
496,1995,67,0.5,0.7292126085091075,11
497,1995,67,0.7,0.6685992804666772,13
498,1995,67,1.0,0.6116469055604338,14
499,1995,67,1.3,0.5727483200581237,17
500,1995,67,1.5,0.5521174654145179,17
501,1995,67,1.7,0.535652384564843,18
502,1995,67,2.0,0.5062278366103818,20
503,1995,67,2.3,0.48276270219429174,20
504,1995,67,2.5,0.46536096015622125,20
505,1995,67,2.7,0.4516549967786651,21
506,1995,67,3.0,0.430694680641645,24
507,1995,71,0.2,0.850645787311672,7
508,1995,71,0.3,0.8031384592784878,9
509,1995,71,0.5,0.7280272864721192,11
510,1995,71,0.7,0.6691118101701252,13
511,1995,71,1.0,0.61261064471877,14
512,1995,71,1.3,0.5719993481969246,16
513,1995,71,1.5,0.5492198405176214,17
514,1995,71,1.7,0.5316068160270149,18
515,1995,71,2.0,0.5013416154152278,19
516,1995,71,2.3,0.48114824124510663,20
517,1995,71,2.5,0.4645223381856685,20
518,1995,71,2.7,0.44721691287701637,22
519,1995,71,3.0,0.42942493878178223,25
520,2000,2,0.2,0.8365305423878875,5
521,2000,2,0.3,0.7802336425820143,6
522,2000,2,0.5,0.7024197500728436,12
523,2000,2,0.7,0.6395391351764822,10
524,2000,2,1.0,0.5901002961275347,13
525,2000,2,1.3,0.5531440088737861,16
526,2000,2,1.5,0.537608441416489,16
527,2000,2,1.7,0.5178620601525269,17
528,2000,2,2.0,0.4837398161936372,22
529,2000,2,2.3,0.4552820656079612,24
530,2000,2,2.5,0.4451884482964104,22
531,2000,2,2.7,0.43239288314213664,24
532,2000,2,3.0,0.4128785497574912,26
533,2000,3,0.2,0.8399284504412482,7
534,2000,3,0.3,0.787550972673676,7
535,2000,3,0.5,0.6986642764357542,10
536,2000,3,0.7,0.6398690821004037,11
537,2000,3,1.0,0.5922460889845651,12
538,2000,3,1.3,0.5594653306293751,15
539,2000,3,1.5,0.5372016655076368,15
540,2000,3,1.7,0.5154788361448953,18
541,2000,3,2.0,0.48884423700059093,20
542,2000,3,2.3,0.45857217767052966,22
543,2000,3,2.5,0.44524487898928056,23
544,2000,3,2.7,0.43239288314213653,24
545,2000,3,3.0,0.4128785497574913,26
546,2000,5,0.2,0.8378079088553898,7
547,2000,5,0.3,0.7832142788248164,8
548,2000,5,0.5,0.6941429434754897,11
549,2000,5,0.7,0.6354035398180774,12
550,2000,5,1.0,0.5891017505489154,13
551,2000,5,1.3,0.5527047152718679,16
552,2000,5,1.5,0.5376084414164891,16
553,2000,5,1.7,0.5163629800163946,17
554,2000,5,2.0,0.48891398214792625,21
555,2000,5,2.3,0.45979728204920045,23
556,2000,5,2.5,0.43847259481589074,23
557,2000,5,2.7,0.43239288314213653,24
558,2000,5,3.0,0.414322294177666,25
559,2000,7,0.2,0.8405890496158055,6
560,2000,7,0.3,0.7826929140467561,7
561,2000,7,0.5,0.6991380496358981,11
562,2000,7,0.7,0.6325848208812156,12
563,2000,7,1.0,0.589594009431619,12
564,2000,7,1.3,0.5522292639151872,15
565,2000,7,1.5,0.5287056716469387,15
566,2000,7,1.7,0.5179029234561877,16
567,2000,7,2.0,0.48361838161308407,21
568,2000,7,2.3,0.4598184900797149,22
569,2000,7,2.5,0.4392390862372085,23
570,2000,7,2.7,0.42782672434273306,25
571,2000,7,3.0,0.41036028001122765,27
572,2000,11,0.2,0.8384178655701591,7
573,2000,11,0.3,0.7828249363647264,8
574,2000,11,0.5,0.6979222905287846,11
575,2000,11,0.7,0.6358842118967534,11
576,2000,11,1.0,0.5908144411798064,12
577,2000,11,1.3,0.5519408649557709,15
578,2000,11,1.5,0.5377330782442447,16
579,2000,11,1.7,0.517862060152527,17
580,2000,11,2.0,0.4854792490844656,21
581,2000,11,2.3,0.45666664657986955,22
582,2000,11,2.5,0.44226382478808196,22
583,2000,11,2.7,0.4291468211615511,23
584,2000,11,3.0,0.4139535299133913,24
585,2000,13,0.2,0.8388096845805575,7
586,2000,13,0.3,0.7870747843736964,7
587,2000,13,0.5,0.7016605419692611,11
588,2000,13,0.7,0.6405812983047048,11
589,2000,13,1.0,0.5904393260049489,13
590,2000,13,1.3,0.5558269477248822,17
591,2000,13,1.5,0.5329382634689516,16
592,2000,13,1.7,0.5171002823381307,17
593,2000,13,2.0,0.48825820577345885,20
594,2000,13,2.3,0.46402196149260355,22
595,2000,13,2.5,0.44524487898928067,23
596,2000,13,2.7,0.4323928831421365,24
597,2000,13,3.0,0.41287854975749116,26
598,2000,17,0.2,0.8387390794267626,7
599,2000,17,0.3,0.7870482789709613,8
600,2000,17,0.5,0.699132711522521,11
601,2000,17,0.7,0.6372232772129389,11
602,2000,17,1.0,0.5897648707186586,13
603,2000,17,1.3,0.5531949340160791,16
604,2000,17,1.5,0.5333895336519131,15
605,2000,17,1.7,0.5107134167519666,18
606,2000,17,2.0,0.48905279743665153,20
607,2000,17,2.3,0.4590457561176759,23
608,2000,17,2.5,0.4380061382474593,21
609,2000,17,2.7,0.43078389743403045,23
610,2000,17,3.0,0.41287854975749116,26
611,2000,19,0.2,0.8405890496158057,6
612,2000,19,0.3,0.7883669853707673,8
613,2000,19,0.5,0.7021116151724289,11
614,2000,19,0.7,0.6410712377232761,12
615,2000,19,1.0,0.5879406867827208,13
616,2000,19,1.3,0.5519171252071573,16
617,2000,19,1.5,0.537734291937933,16
618,2000,19,1.7,0.5179029234561877,16
619,2000,19,2.0,0.4855329550544118,20
620,2000,19,2.3,0.456600097943638,23
621,2000,19,2.5,0.44221799397115047,22
622,2000,19,2.7,0.4291468211615512,23
623,2000,19,3.0,0.4116697290294954,26
624,2000,23,0.2,0.8384178655701591,7
625,2000,23,0.3,0.7838171233030398,8
626,2000,23,0.5,0.7018963185883421,11
627,2000,23,0.7,0.6402484757520563,12
628,2000,23,1.0,0.5886339136382999,13
629,2000,23,1.3,0.5506004815065398,15
630,2000,23,1.5,0.5298454520323239,16
631,2000,23,1.7,0.5096636184686292,18
632,2000,23,2.0,0.4841255531870645,20
633,2000,23,2.3,0.4616008099893831,23
