,AGO,BFA,BDI,BEN,BWA,COD,CAF,COG,CIV,CMR,CPV,DJI,DZA,EGY,ESH,ERI,ETH,GAB,GHA,GMB,GIN,GNQ,GNB,KEN,COM,LBR,LSO,LBY,MAR,MDG,MLI,MRT,MUS,MWI,MOZ,NAM,NER,NGA,RWA,SYC,SDN,SLE,SEN,SOM,SSD,STP,SWZ,TCD,TGO,TUN,TZA,UGA,ZAF,ZMB,ZWE
AGO,1.0,0.0,1.0,0.0,0.007692307692307693,1.0,0.23076923076923078,0.0,0.0,0.0,0.1576923076923077,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.3769230769230769,0.0,0.0,0.007692307692307693,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.0,0.0,1.0,0.007692307692307693,0.23076923076923078,0.0,0.0,0.23076923076923078,0.23076923076923078,0.1576923076923077,0.007692307692307693,0.23076923076923078,0.0,0.23076923076923078,0.46153846153846156,0.23076923076923078,0.007692307692307693,0.007692307692307693,0.007692307692307693
BFA,0.0,1.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.6346153846153846,1.0,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,0.6692307692307692,0.23076923076923078,0.5384615384615384,0.7192307692307692,0.23076923076923078,0.5384615384615384,0.0,0.0,0.6076923076923076,0.0,0.0,0.0,0.0,0.7538461538461538,0.5384615384615384,0.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.6076923076923076,0.5384615384615384,0.0,0.0,0.15384615384615385,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0
BDI,1.0,0.0,1.0,0.0,0.007692307692307693,1.0,0.23076923076923078,0.0,0.0,0.0,0.1576923076923077,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.3769230769230769,0.0,0.0,0.007692307692307693,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.0,0.0,1.0,0.007692307692307693,0.23076923076923078,0.0,0.0,0.23076923076923078,0.23076923076923078,0.1576923076923077,0.007692307692307693,0.23076923076923078,0.0,0.23076923076923078,0.46153846153846156,0.23076923076923078,0.007692307692307693,0.007692307692307693,0.007692307692307693
BEN,0.0,0.23076923076923078,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.8961538461538462,0.15384615384615385,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.23076923076923078,1.0,0.23076923076923078,0.23076923076923078,0.8961538461538462,0.23076923076923078,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.15384615384615385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BWA,0.007692307692307693,0.0,0.007692307692307693,0.0,1.0,0.007692307692307693,0.007692307692307693,0.0,0.0,0.0,0.023076923076923078,0.007692307692307693,0.011538461538461539,0.007692307692307693,0.0,0.007692307692307693,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.16153846153846155,0.0,0.0,1.0,0.011538461538461539,0.011538461538461539,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.007692307692307693,1.0,0.007692307692307693,0.0,0.0,0.007692307692307693,0.007692307692307693,0.023076923076923078,1.0,0.007692307692307693,0.0,0.011538461538461539,0.16153846153846155,0.007692307692307693,1.0,1.0,1.0
COD,1.0,0.0,1.0,0.0,0.007692307692307693,1.0,0.23076923076923078,0.0,0.0,0.0,0.1576923076923077,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.3769230769230769,0.0,0.0,0.007692307692307693,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.0,0.0,1.0,0.007692307692307693,0.23076923076923078,0.0,0.0,0.23076923076923078,0.23076923076923078,0.1576923076923077,0.007692307692307693,0.23076923076923078,0.0,0.23076923076923078,0.46153846153846156,0.23076923076923078,0.007692307692307693,0.007692307692307693,0.007692307692307693
CAF,0.23076923076923078,0.0,0.23076923076923078,0.0,0.007692307692307693,0.23076923076923078,1.0,0.007692307692307693,0.0,0.10384615384615385,0.0,0.6423076923076924,0.33076923076923076,0.8884615384615384,0.0,0.6923076923076923,0.6423076923076924,0.007692307692307693,0.0,0.0,0.0,0.10384615384615385,0.0,0.3153846153846154,0.0,0.0,0.007692307692307693,0.33076923076923076,0.33076923076923076,0.0,0.0,0.0,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.0,0.0,0.23076923076923078,0.007692307692307693,0.8961538461538462,0.0,0.0,0.6423076923076924,0.8961538461538462,0.0,0.007692307692307693,1.0,0.0,0.33076923076923076,0.23076923076923078,0.6923076923076923,0.007692307692307693,0.007692307692307693,0.007692307692307693
COG,0.0,0.6346153846153846,0.0,0.23076923076923078,0.0,0.0,0.007692307692307693,1.0,0.6346153846153846,0.23846153846153847,0.19615384615384615,0.0038461538461538464,0.007692307692307693,0.0,0.7846153846153846,0.0,0.0038461538461538464,0.9653846153846154,0.23076923076923078,0.7846153846153846,0.8807692307692307,0.23846153846153847,0.7846153846153846,0.0,0.0,0.7730769230769231,0.0,0.007692307692307693,0.007692307692307693,0.0,0.8807692307692307,0.7846153846153846,0.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.7730769230769231,0.7846153846153846,0.0038461538461538464,0.0,0.19615384615384615,0.0,0.007692307692307693,0.23076923076923078,0.007692307692307693,0.0,0.0,0.0,0.0,0.0
CIV,0.0,1.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.6346153846153846,1.0,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,0.6692307692307692,0.23076923076923078,0.5384615384615384,0.7192307692307692,0.23076923076923078,0.5384615384615384,0.0,0.0,0.6076923076923076,0.0,0.0,0.0,0.0,0.7538461538461538,0.5384615384615384,0.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.6076923076923076,0.5384615384615384,0.0,0.0,0.15384615384615385,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0
CMR,0.0,0.23076923076923078,0.0,0.8961538461538462,0.0,0.0,0.10384615384615385,0.23846153846153847,0.23076923076923078,1.0,0.15384615384615385,0.0038461538461538464,0.0038461538461538464,0.0,0.23076923076923078,0.0,0.0038461538461538464,0.23846153846153847,0.8961538461538462,0.23076923076923078,0.23076923076923078,1.0,0.23076923076923078,0.0,0.0,0.23076923076923078,0.0,0.0038461538461538464,0.0038461538461538464,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0,0.8961538461538462,0.8961538461538462,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0038461538461538464,0.0,0.15384615384615385,0.0,0.10384615384615385,0.8961538461538462,0.0038461538461538464,0.0,0.0,0.0,0.0,0.0
CPV,0.1576923076923077,0.15384615384615385,0.1576923076923077,0.15384615384615385,0.023076923076923078,0.1576923076923077,0.0,0.19615384615384615,0.15384615384615385,0.15384615384615385,1.0,0.0,0.24615384615384617,0.0,0.3423076923076923,0.0,0.0,0.19615384615384615,0.15384615384615385,0.3423076923076923,0.16153846153846155,0.15384615384615385,0.3423076923076923,0.07307692307692308,0.0,0.21153846153846154,0.023076923076923078,0.24615384615384617,0.24615384615384617,0.0,0.16153846153846155,0.3423076923076923,0.023076923076923078,0.023076923076923078,0.023076923076923078,0.023076923076923078,0.15384615384615385,0.15384615384615385,0.1576923076923077,0.023076923076923078,0.0,0.21153846153846154,0.3423076923076923,0.0,0.0,1.0,0.023076923076923078,0.0,0.15384615384615385,0.24615384615384617,0.1576923076923077,0.0,0.023076923076923078,0.023076923076923078,0.023076923076923078
DJI,0.23076923076923078,0.0,0.23076923076923078,0.0,0.007692307692307693,0.23076923076923078,0.6423076923076924,0.0038461538461538464,0.0,0.0038461538461538464,0.0,1.0,0.3269230769230769,0.6538461538461539,0.0,0.6307692307692307,1.0,0.0038461538461538464,0.0,0.0,0.0,0.0038461538461538464,0.0,0.38461538461538464,0.0,0.0,0.007692307692307693,0.3269230769230769,0.3269230769230769,0.0,0.0,0.0,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.0,0.0,0.23076923076923078,0.007692307692307693,0.6538461538461539,0.0,0.0,1.0,0.6538461538461539,0.0,0.007692307692307693,0.6423076923076924,0.0,0.3269230769230769,0.3,0.6307692307692307,0.007692307692307693,0.007692307692307693,0.007692307692307693
DZA,0.23076923076923078,0.0,0.23076923076923078,0.0,0.011538461538461539,0.23076923076923078,0.33076923076923076,0.007692307692307693,0.0,0.0038461538461538464,0.24615384615384617,0.3269230769230769,1.0,0.3346153846153846,0.2230769230769231,0.3269230769230769,0.3269230769230769,0.007692307692307693,0.0,0.2230769230769231,0.04230769230769231,0.0038461538461538464,0.2230769230769231,0.31153846153846154,0.0,0.057692307692307696,0.011538461538461539,1.0,1.0,0.0,0.007692307692307693,0.2230769230769231,0.011538461538461539,0.011538461538461539,0.011538461538461539,0.011538461538461539,0.0,0.0,0.23076923076923078,0.011538461538461539,0.3269230769230769,0.057692307692307696,0.2230769230769231,0.3269230769230769,0.3269230769230769,0.24615384615384617,0.011538461538461539,0.33076923076923076,0.0,1.0,0.23076923076923078,0.3269230769230769,0.011538461538461539,0.011538461538461539,0.011538461538461539
EGY,0.23076923076923078,0.0,0.23076923076923078,0.0,0.007692307692307693,0.23076923076923078,0.8884615384615384,0.0,0.0,0.0,0.0,0.6538461538461539,0.3346153846153846,1.0,0.0,0.7038461538461539,0.6538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.3153846153846154,0.0,0.0,0.007692307692307693,0.3346153846153846,0.3346153846153846,0.0,0.0,0.0,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.0,0.0,0.23076923076923078,0.007692307692307693,0.9923076923076923,0.0,0.0,0.6538461538461539,0.9923076923076923,0.0,0.007692307692307693,0.8884615384615384,0.0,0.3346153846153846,0.23076923076923078,0.7038461538461539,0.007692307692307693,0.007692307692307693,0.007692307692307693
ESH,0.0,0.5384615384615384,0.0,0.23076923076923078,0.0,0.0,0.0,0.7846153846153846,0.5384615384615384,0.23076923076923078,0.3423076923076923,0.0,0.2230769230769231,0.0,1.0,0.0,0.0,0.7846153846153846,0.23076923076923078,1.0,0.8192307692307692,0.23076923076923078,1.0,0.0,0.0,0.7576923076923077,0.0,0.2230769230769231,0.2230769230769231,0.0,0.7846153846153846,1.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.7576923076923077,1.0,0.0,0.0,0.3423076923076923,0.0,0.0,0.23076923076923078,0.2230769230769231,0.0,0.0,0.0,0.0,0.0
ERI,0.23076923076923078,0.0,0.23076923076923078,0.0,0.007692307692307693,0.23076923076923078,0.6923076923076923,0.0,0.0,0.0,0.0,0.6307692307692307,0.3269230769230769,0.7038461538461539,0.0,1.0,0.6307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.6115384615384616,0.0,0.0,0.007692307692307693,0.3269230769230769,0.3269230769230769,0.0,0.0,0.0,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.0,0.0,0.23076923076923078,0.007692307692307693,0.7038461538461539,0.0,0.0,0.6307692307692307,0.7038461538461539,0.0,0.007692307692307693,0.6923076923076923,0.0,0.3269230769230769,0.5269230769230769,1.0,0.007692307692307693,0.007692307692307693,0.007692307692307693
ETH,0.23076923076923078,0.0,0.23076923076923078,0.0,0.007692307692307693,0.23076923076923078,0.6423076923076924,0.0038461538461538464,0.0,0.0038461538461538464,0.0,1.0,0.3269230769230769,0.6538461538461539,0.0,0.6307692307692307,1.0,0.0038461538461538464,0.0,0.0,0.0,0.0038461538461538464,0.0,0.38461538461538464,0.0,0.0,0.007692307692307693,0.3269230769230769,0.3269230769230769,0.0,0.0,0.0,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.0,0.0,0.23076923076923078,0.007692307692307693,0.6538461538461539,0.0,0.0,1.0,0.6538461538461539,0.0,0.007692307692307693,0.6423076923076924,0.0,0.3269230769230769,0.3,0.6307692307692307,0.007692307692307693,0.007692307692307693,0.007692307692307693
